SourceType,.File,VarName,RawValue,ExpandedOrEval,AbsolutePath,Exists,Collides,Notes
paths.py,paths.py,OUTPUT_FOLDER,"require_env_path(""OUTPUT_FOLDER"")","require_env_path(""OUTPUT_FOLDER"")","/home/amandabrooke/2025-promega-mini-test/require_env_path(""OUTPUT_FOLDER"")",MISSING,YES,unevaluated
paths.py,paths.py,PLOTS_FOLDER,"require_env_path(""PLOTS_FOLDER"")","require_env_path(""PLOTS_FOLDER"")","/home/amandabrooke/2025-promega-mini-test/require_env_path(""PLOTS_FOLDER"")",MISSING,,unevaluated
paths.py,paths.py,PROCESSED_DATA_DIR,"require_env_path(""PROCESSED_DATA_DIR"")","require_env_path(""PROCESSED_DATA_DIR"")","/home/amandabrooke/2025-promega-mini-test/require_env_path(""PROCESSED_DATA_DIR"")",MISSING,,unevaluated
paths.py,paths.py,PROCESSED_IMAGES_DIR,"MANUAL_PROCESSED_DIR / ""images""","MANUAL_PROCESSED_DIR / ""images""","/home/amandabrooke/2025-promega-mini-test/MANUAL_PROCESSED_DIR / ""images""",MISSING,,unevaluated
paths.py,paths.py,PROCESSED_MASKS_DIR,"MANUAL_PROCESSED_DIR / ""masks""","MANUAL_PROCESSED_DIR / ""masks""","/home/amandabrooke/2025-promega-mini-test/MANUAL_PROCESSED_DIR / ""masks""",MISSING,,unevaluated
paths.py,paths.py,SURVEY_RESULTS,"require_env_path(""SURVEY_RESULTS"")","require_env_path(""SURVEY_RESULTS"")","/home/amandabrooke/2025-promega-mini-test/require_env_path(""SURVEY_RESULTS"")",MISSING,,unevaluated
paths.py,paths.py,TARGET_HEIGHT,"require_env_int(""TARGET_HEIGHT"")","require_env_int(""TARGET_HEIGHT"")","/home/amandabrooke/2025-promega-mini-test/require_env_int(""TARGET_HEIGHT"")",MISSING,YES,unevaluated
paths.py,paths.py,TARGET_SIZE,"(TARGET_WIDTH, TARGET_HEIGHT)","(TARGET_WIDTH, TARGET_HEIGHT)","/home/amandabrooke/2025-promega-mini-test/(TARGET_WIDTH, TARGET_HEIGHT)",MISSING,,unevaluated
paths.py,paths.py,TARGET_SUFFIX,"f""{TARGET_WIDTH}x{TARGET_HEIGHT}""","f""{TARGET_WIDTH}x{TARGET_HEIGHT}""","/home/amandabrooke/2025-promega-mini-test/f""{TARGET_WIDTH}x{TARGET_HEIGHT}""",MISSING,,unevaluated
paths.py,paths.py,TARGET_WIDTH,"require_env_int(""TARGET_WIDTH"")","require_env_int(""TARGET_WIDTH"")","/home/amandabrooke/2025-promega-mini-test/require_env_int(""TARGET_WIDTH"")",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,BASE_PATH,"require_env_path(""BASE_PATH"")","require_env_path(""BASE_PATH"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""BASE_PATH"")",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,EARLY_MODEL,"{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/iter_1000.pth"",
}","{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/iter_1000.pth"",
}","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/early/iter_1000.pth"",
}",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,LATE_MODEL,"{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/iter_1000.pth"",
}","{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/iter_1000.pth"",
}","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/{
    ""config"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/vis_data/config.py"",
    ""checkpoint"": PLOTS_FOLDER / ""segformer_masks/512by384/models/late/iter_1000.pth"",
}",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MANUAL_MAPPING_DIR,"require_env_path(""MANUAL_MAPPING_DIR"")","require_env_path(""MANUAL_MAPPING_DIR"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""MANUAL_MAPPING_DIR"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MANUAL_MASKS_DIR,"BASE_PATH / ""manual_masks""","BASE_PATH / ""manual_masks""","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/BASE_PATH / ""manual_masks""",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MANUAL_MASK_FOLDERS,"[
    Path(p) for p in glob.glob(str(MANUAL_MASKS_DIR / ""masks-batch-*""))
    if Path(p).is_dir()
]","[
    Path(p) for p in glob.glob(str(MANUAL_MASKS_DIR / ""masks-batch-*""))
    if Path(p).is_dir()
]","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/[
    Path(p) for p in glob.glob(str(MANUAL_MASKS_DIR / ""masks-batch-*""))
    if Path(p).is_dir()
]",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MANUAL_PROCESSED_DIR,"require_env_path(""MANUAL_PROCESSED_DIR"")","require_env_path(""MANUAL_PROCESSED_DIR"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""MANUAL_PROCESSED_DIR"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MANUAL_THRESHOLD_MAPPING,"MANUAL_MASKS_DIR / ""image_mapping_thresholded_and_manual.json""","MANUAL_MASKS_DIR / ""image_mapping_thresholded_and_manual.json""","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/MANUAL_MASKS_DIR / ""image_mapping_thresholded_and_manual.json""",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,MAPPING_PROCESSED_TOTAL,"MANUAL_PROCESSED_DIR / f""mapping_processed_total_{TARGET_SIZE[0]}x{TARGET_SIZE[1]}.json""","MANUAL_PROCESSED_DIR / f""mapping_processed_total_{TARGET_SIZE[0]}x{TARGET_SIZE[1]}.json""","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/MANUAL_PROCESSED_DIR / f""mapping_processed_total_{TARGET_SIZE[0]}x{TARGET_SIZE[1]}.json""",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,ORIGINAL_MAPPING,"require_env_path(""ORIGINAL_MAPPING"")","require_env_path(""ORIGINAL_MAPPING"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""ORIGINAL_MAPPING"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,OUTPUT_FOLDER,"require_env_path(""OUTPUT_FOLDER"")","require_env_path(""OUTPUT_FOLDER"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""OUTPUT_FOLDER"")",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,OUTPUT_MASKS_BASE_DIR,PREDICTIONS_DIR,PREDICTIONS_DIR,/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/PREDICTIONS_DIR,MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,PLOTS_FOLDER,"require_env_path(""PLOTS_FOLDER"")","require_env_path(""PLOTS_FOLDER"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""PLOTS_FOLDER"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,PREDICTIONS_DIR,"require_env_path(""PREDICTIONS_DIR"")","require_env_path(""PREDICTIONS_DIR"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""PREDICTIONS_DIR"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,PROCESSED_DATA_DIR,"require_env_path(""PROCESSED_DATA_DIR"")","require_env_path(""PROCESSED_DATA_DIR"")","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/require_env_path(""PROCESSED_DATA_DIR"")",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,PROCESSED_IMAGES_DIR,"MANUAL_PROCESSED_DIR / ""images""","MANUAL_PROCESSED_DIR / ""images""","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/MANUAL_PROCESSED_DIR / ""images""",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,PROCESSED_MASKS_DIR,"MANUAL_PROCESSED_DIR / ""masks""","MANUAL_PROCESSED_DIR / ""masks""","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/MANUAL_PROCESSED_DIR / ""masks""",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,TARGET_HEIGHT,"int(os.environ.get(""TARGET_HEIGHT"", ""384""))","int(os.environ.get(""TARGET_HEIGHT"", ""384""))","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/int(os.environ.get(""TARGET_HEIGHT"", ""384""))",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,TARGET_SIZE,"(TARGET_WIDTH, TARGET_HEIGHT)","(TARGET_WIDTH, TARGET_HEIGHT)","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/(TARGET_WIDTH, TARGET_HEIGHT)",MISSING,,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,TARGET_WIDTH,"int(os.environ.get(""TARGET_WIDTH"", ""584""))","int(os.environ.get(""TARGET_WIDTH"", ""584""))","/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/int(os.environ.get(""TARGET_WIDTH"", ""584""))",MISSING,YES,unevaluated
paths.py,analysis/images/segmentation_mmseg/paths.py,env_path,find_dotenv(),find_dotenv(),/home/amandabrooke/2025-promega-mini-test/analysis/images/segmentation_mmseg/find_dotenv(),MISSING,,unevaluated
paths.py,file_utils/images/paths.py,BASE_PATH,.,.,/home/amandabrooke/2025-promega-mini-test/file_utils/images,OK,YES,
paths.py,file_utils/images/paths.py,META_FILE,.,.,/home/amandabrooke/2025-promega-mini-test/file_utils/images,OK,YES,
paths.py,file_utils/images/paths.py,OUTPUT_FOLDER,.,.,/home/amandabrooke/2025-promega-mini-test/file_utils/images,OK,YES,
